Date,Open,High,Low,Close,Volume,Close_Chg,Reg_5,Reg_10,EMA_20,EMA20_Cnt,EMA_20_Chg,EM_Diff_By_ATR,Curr_Supp,Prev_Supp,Curr_Res,Prev_Res,Signal_B,Signal_SL,Trail_Price,Signal_SP,PnL,Present_Value,Support,EMA20_Sig,Reg_Cross_Sig,Fib_Status
2014-01-01,366.0,366.02,360.38,361.28,392768.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-02,361.3,365.72,351.5,353.7,456139.0,-2.1,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-03,353.55,358.15,348.3,356.28,572567.0,0.7,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-06,355.0,358.5,352.8,357.05,446715.0,0.2,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-07,356.0,357.5,350.0,354.08,643794.0,-0.8,354.268,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-08,354.5,358.5,351.82,356.45,312983.0,0.7,356.1719999999999,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-01-09,355.25,357.78,353.32,355.08,307583.0,-0.4,355.1879999999999,0.0,,0.0,,,0.0,0.0,356.1719999999999,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-01-10,352.05,357.4,349.0,350.22,366224.0,-1.4,352.0440000000001,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-01-13,347.58,362.38,347.58,358.45,472492.0,2.3,355.3579999999998,0.0,,0.0,,,352.0440000000001,0.0,0.0,0.0,,,0.0,,0.0,0.0,Price_Crs_Abv_Supp,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-01-14,358.0,361.55,353.5,355.65,263826.0,-0.8,355.5240000000001,354.42600000000016,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-01-15,357.0,365.58,356.28,364.58,555643.0,2.5,361.6820000000003,358.542,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-01-16,365.15,367.5,361.5,365.72,551182.0,0.3,366.3500000000001,361.35581818181856,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-01-17,365.25,368.88,360.0,363.55,323149.0,-0.6,365.64399999999983,363.28036363636363,,0.0,,,0.0,0.0,366.3500000000001,356.1719999999999,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-01-20,362.9,368.75,360.0,364.08,499317.0,0.1,365.882,365.1454545454544,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-01-21,364.85,366.0,352.0,353.15,1700142.0,-3.0,357.31599999999986,362.25727272727255,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,Price_Crs_Abv_Supp,Close_LT_20EMA,Cross_Down,
2014-01-22,352.5,359.0,349.1,355.15,1320297.0,0.6,354.0220000000004,360.5847272727271,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,Price_Crs_Abv_Supp,Close_LT_20EMA,Reg5_Blw_Reg10,
2014-01-23,353.5,355.78,351.6,352.65,337870.0,-0.7,351.5699999999999,357.8454545454546,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,Price_Crs_Abv_Supp,Close_LT_20EMA,Reg5_Blw_Reg10,
2014-01-24,347.5,352.4,340.5,342.38,857803.0,-2.9,344.7019999999996,350.7189090909091,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Blw_Reg10,
2014-01-27,339.05,341.25,327.27,329.05,1614766.0,-3.9,334.282,341.06109090909104,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Blw_Reg10,
2014-01-28,328.5,335.0,322.52,329.9,1339459.0,0.3,327.00599999999974,332.7405454545453,350.35,0.0,,-0.47,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Blw_Reg10,
2014-01-29,333.5,337.48,331.45,332.0,537280.0,0.6,326.4399999999997,328.3360000000002,348.36,0.0,,-0.55,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Blw_Reg10,
2014-01-30,325.05,330.0,323.88,325.02,842363.0,-2.1,325.31599999999963,323.52527272727264,345.86,0.0,,-0.65,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Cross_Up,
2014-01-31,324.75,330.65,324.38,328.52,557033.0,1.1,327.7100000000002,321.7096363636364,344.02,0.0,,-0.7,325.31599999999963,352.0440000000001,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-02-03,325.65,329.0,324.9,327.48,1159223.0,-0.3,326.9200000000002,321.5514545454546,342.29,0.0,,-0.75,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-02-04,324.0,333.92,321.8,332.65,507935.0,1.6,329.88599999999985,322.98963636363646,341.29,0.0,,-0.69,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-02-05,332.5,335.7,325.18,333.75,831542.0,0.3,333.80199999999945,326.32599999999985,340.52,0.0,,-0.62,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-02-06,336.0,338.05,326.25,330.25,1090566.0,-1.0,332.4760000000002,329.12054545454555,339.47,0.0,,-0.59,0.0,0.0,333.80199999999945,366.3500000000001,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-02-07,331.0,333.25,326.2,329.42,718389.0,-0.3,331.00599999999986,330.79618181818205,338.45,0.0,,-0.58,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Abv_Reg10,
2014-02-10,330.92,330.92,322.0,323.62,739896.0,-1.8,325.4599999999998,328.5090909090911,336.95,0.0,,-0.61,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Cross_Down,
2014-02-11,324.45,326.0,320.32,323.62,491337.0,0.0,322.754,326.6881818181817,335.62,0.0,-0.04204367061509928,-0.64,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Blw_Reg10,
2014-02-12,325.0,328.15,322.05,324.77,522187.0,0.4,322.98400000000004,326.02709090909116,334.54,0.0,-0.0396716040877253,-0.64,322.754,325.31599999999963,0.0,0.0,,,0.0,,0.0,0.0,0.0,Close_LT_20EMA,Reg5_Blw_Reg10,
